   1      0.0000      0.0000       2.529       1.098       1.761       1.871       1.023       2.774       0.994       2.138       2.591       2.765       2.825       3.040
   2      0.1971      0.1355       2.443       1.097       1.783       1.863       1.023       2.763       0.993       2.124       2.600       2.756       2.821       3.043
   3      0.3942      0.5659       2.360       1.096       1.811       1.857       1.022       2.753       0.992       2.109       2.609       2.754       2.819       3.046
   4      0.5914      1.3074       2.276       1.095       1.843       1.854       1.022       2.745       0.990       2.094       2.619       2.759       2.818       3.048
   5      0.7885      2.3822       2.189       1.095       1.879       1.854       1.021       2.738       0.988       2.078       2.628       2.768       2.817       3.049
   6      0.9856      3.6996       2.097       1.096       1.918       1.855       1.021       2.733       0.986       2.060       2.637       2.777       2.818       3.049
   7      1.1828      5.2933       1.996       1.098       1.954       1.855       1.021       2.730       0.985       2.034       2.644       2.782       2.817       3.048
   8      1.3800      7.0136       1.892       1.103       1.987       1.854       1.020       2.729       0.983       2.005       2.650       2.781       2.816       3.048
   9      1.5772      8.6394       1.785       1.112       2.013       1.850       1.021       2.729       0.982       1.972       2.654       2.768       2.812       3.049
  10      1.7745     10.2987       1.672       1.129       2.033       1.839       1.022       2.728       0.981       1.936       2.657       2.737       2.804       3.054
  11      1.9710     12.3079       1.528       1.178       2.045       1.819       1.024       2.725       0.979       1.905       2.660       2.683       2.791       3.062
  12      2.1681     15.5556       1.321       1.342       2.054       1.790       1.029       2.722       0.976       1.929       2.667       2.656       2.771       3.067
  13      2.3668     14.7322       1.120       1.581       2.063       1.759       1.036       2.718       0.975       2.003       2.674       2.696       2.751       3.072
  14      2.5611     12.6122       1.036       1.773       2.115       1.710       1.044       2.701       0.973       2.057       2.697       2.806       2.717       3.101
  15      2.7575     11.9047       1.020       1.852       2.188       1.679       1.048       2.684       0.971       2.088       2.726       2.870       2.696       3.140
  16      2.9545     11.6607       1.016       1.878       2.254       1.665       1.050       2.676       0.970       2.113       2.753       2.893       2.687       3.174
