   1      0.0000      0.0000       2.527       1.098       1.761       1.872       1.023       2.775       0.994       2.138       2.591       2.763       2.826       3.039
   2      0.1648      0.2079       2.413       1.096       1.790       1.861       1.023       2.763       0.992       2.108       2.599       2.746       2.817       3.042
   3      0.3296      0.8270       2.303       1.095       1.820       1.850       1.023       2.752       0.991       2.081       2.608       2.732       2.809       3.046
   4      0.4944      1.7843       2.198       1.095       1.852       1.840       1.023       2.742       0.989       2.055       2.617       2.722       2.802       3.051
   5      0.6592      3.0688       2.098       1.096       1.885       1.831       1.023       2.732       0.987       2.030       2.627       2.715       2.795       3.057
   6      0.8240      4.6319       2.004       1.097       1.917       1.821       1.023       2.724       0.986       2.005       2.636       2.712       2.788       3.064
   7      0.9888      6.3486       1.913       1.101       1.950       1.812       1.023       2.716       0.984       1.978       2.645       2.710       2.782       3.072
   8      1.1537      8.1828       1.824       1.109       1.983       1.802       1.023       2.709       0.982       1.950       2.655       2.709       2.775       3.080
   9      1.3189     10.0161       1.731       1.125       2.015       1.791       1.024       2.703       0.980       1.924       2.665       2.703       2.768       3.089
  10      1.4836     12.2032       1.623       1.168       2.046       1.777       1.025       2.698       0.978       1.907       2.676       2.694       2.760       3.097
  11      1.6477     15.5891       1.483       1.268       2.074       1.762       1.028       2.694       0.976       1.916       2.687       2.693       2.750       3.103
  12      1.8125     18.5650       1.327       1.421       2.097       1.744       1.032       2.691       0.974       1.953       2.698       2.710       2.739       3.110
  13      1.9782     17.1056       1.163       1.588       2.120       1.724       1.037       2.687       0.973       2.007       2.708       2.726       2.726       3.118
  14      2.1423     13.9334       1.064       1.732       2.154       1.701       1.043       2.682       0.971       2.061       2.721       2.783       2.711       3.132
  15      2.3066     12.2662       1.030       1.821       2.197       1.682       1.047       2.678       0.971       2.093       2.736       2.846       2.698       3.151
  16      2.4713     11.7141       1.017       1.878       2.246       1.666       1.050       2.676       0.970       2.112       2.752       2.893       2.688       3.173
