   1      0.0000      0.0000       2.528       1.098       1.760       1.871       1.023       2.774       0.994       2.138       2.591       2.764       2.825       3.039
   2      0.1829      0.1653       2.428       1.096       1.787       1.862       1.022       2.762       0.993       2.119       2.599       2.750       2.819       3.040
   3      0.3658      0.6708       2.332       1.096       1.818       1.855       1.022       2.752       0.991       2.101       2.607       2.743       2.814       3.043
   4      0.5487      1.4824       2.240       1.095       1.851       1.849       1.022       2.743       0.990       2.083       2.616       2.741       2.811       3.046
   5      0.7316      2.6069       2.150       1.095       1.886       1.845       1.022       2.736       0.988       2.065       2.624       2.744       2.808       3.049
   6      0.9146      4.0419       2.060       1.095       1.922       1.842       1.021       2.731       0.986       2.043       2.633       2.750       2.805       3.052
   7      1.0975      5.5303       1.969       1.098       1.957       1.840       1.021       2.726       0.985       2.018       2.641       2.756       2.804       3.056
   8      1.2805      7.2204       1.877       1.103       1.990       1.836       1.021       2.723       0.983       1.989       2.649       2.759       2.801       3.060
   9      1.4636      8.8968       1.781       1.111       2.020       1.829       1.021       2.720       0.982       1.955       2.656       2.752       2.796       3.067
  10      1.6468     10.5509       1.673       1.130       2.045       1.817       1.023       2.717       0.980       1.919       2.664       2.729       2.788       3.076
  11      1.8285     12.7536       1.525       1.189       2.064       1.797       1.025       2.712       0.978       1.892       2.671       2.686       2.775       3.085
  12      2.0114     16.2191       1.327       1.355       2.075       1.772       1.030       2.708       0.976       1.918       2.680       2.670       2.759       3.090
  13      2.1960     15.4277       1.135       1.575       2.082       1.746       1.036       2.705       0.974       1.987       2.687       2.703       2.742       3.093
  14      2.3765     12.9143       1.042       1.763       2.122       1.707       1.044       2.694       0.973       2.050       2.704       2.801       2.716       3.113
  15      2.5585     11.9806       1.022       1.846       2.185       1.680       1.048       2.683       0.971       2.088       2.729       2.866       2.697       3.143
  16      2.7413     11.6801       1.016       1.880       2.251       1.666       1.050       2.676       0.970       2.113       2.753       2.894       2.687       3.174
