   1      0.0000      0.0000       2.528       1.098       1.760       1.871       1.023       2.774       0.994       2.138       2.591       2.764       2.825       3.039
   2      0.1782      0.1756       2.423       1.096       1.788       1.862       1.022       2.762       0.993       2.117       2.599       2.749       2.819       3.040
   3      0.3564      0.7077       2.323       1.095       1.819       1.854       1.022       2.752       0.991       2.097       2.607       2.739       2.813       3.043
   4      0.5346      1.5519       2.228       1.095       1.852       1.847       1.022       2.743       0.990       2.077       2.616       2.735       2.809       3.046
   5      0.7128      2.7015       2.136       1.095       1.886       1.842       1.022       2.735       0.988       2.058       2.624       2.736       2.805       3.050
   6      0.8910      4.1546       2.046       1.096       1.921       1.837       1.021       2.729       0.986       2.035       2.632       2.740       2.801       3.055
   7      1.0692      5.7363       1.956       1.098       1.956       1.833       1.021       2.724       0.985       2.009       2.641       2.745       2.798       3.060
   8      1.2475      7.3554       1.867       1.103       1.989       1.828       1.021       2.720       0.983       1.981       2.650       2.749       2.795       3.065
   9      1.4260      9.0338       1.775       1.112       2.019       1.820       1.022       2.716       0.982       1.947       2.658       2.743       2.790       3.073
  10      1.6045     10.7755       1.668       1.132       2.047       1.808       1.023       2.711       0.980       1.911       2.666       2.723       2.781       3.083
  11      1.7813     13.1079       1.521       1.197       2.069       1.789       1.026       2.706       0.977       1.890       2.676       2.686       2.769       3.092
  12      1.9595     16.5550       1.328       1.362       2.082       1.766       1.031       2.702       0.975       1.920       2.685       2.676       2.754       3.097
  13      2.1392     15.7304       1.140       1.575       2.091       1.741       1.037       2.699       0.974       1.987       2.692       2.706       2.739       3.100
  14      2.3153     13.0714       1.045       1.756       2.127       1.706       1.043       2.690       0.973       2.050       2.708       2.797       2.715       3.118
  15      2.4926     12.0214       1.023       1.841       2.186       1.681       1.047       2.682       0.971       2.089       2.731       2.862       2.698       3.144
  16      2.6707     11.6880       1.016       1.880       2.250       1.666       1.050       2.676       0.970       2.113       2.754       2.894       2.688       3.174
