   1      0.0000      0.0000       2.527       1.098       1.761       1.872       1.023       2.775       0.994       2.138       2.591       2.763       2.825       3.039
   2      0.1725      0.1884       2.418       1.096       1.789       1.862       1.022       2.763       0.993       2.114       2.599       2.747       2.818       3.040
   3      0.3449      0.7547       2.313       1.095       1.820       1.853       1.022       2.752       0.991       2.091       2.607       2.735       2.812       3.043
   4      0.5174      1.6358       2.214       1.095       1.852       1.845       1.022       2.742       0.989       2.069       2.616       2.728       2.806       3.047
   5      0.6899      2.8320       2.119       1.095       1.886       1.838       1.022       2.734       0.988       2.047       2.625       2.726       2.801       3.052
   6      0.8623      4.3155       2.028       1.096       1.920       1.831       1.022       2.726       0.986       2.023       2.633       2.728       2.796       3.058
   7      1.0348      5.9381       1.939       1.099       1.953       1.824       1.022       2.720       0.985       1.996       2.642       2.731       2.791       3.065
   8      1.2073      7.5961       1.852       1.104       1.986       1.817       1.022       2.715       0.983       1.968       2.652       2.734       2.787       3.072
   9      1.3801      9.2931       1.761       1.114       2.018       1.808       1.022       2.709       0.981       1.935       2.661       2.729       2.781       3.081
  10      1.5529     11.1080       1.657       1.138       2.047       1.795       1.024       2.704       0.979       1.904       2.671       2.712       2.773       3.091
  11      1.7240     13.6951       1.511       1.213       2.073       1.778       1.026       2.699       0.977       1.892       2.681       2.685       2.762       3.099
  12      1.8964     17.1268       1.329       1.377       2.090       1.757       1.031       2.696       0.975       1.927       2.691       2.685       2.748       3.104
  13      2.0702     16.1790       1.146       1.578       2.102       1.735       1.037       2.693       0.973       1.992       2.699       2.711       2.734       3.108
  14      2.2410     13.3393       1.051       1.746       2.137       1.705       1.043       2.686       0.972       2.054       2.714       2.790       2.714       3.123
  15      2.4127     12.0967       1.026       1.833       2.189       1.682       1.047       2.680       0.971       2.091       2.733       2.855       2.698       3.147
  16      2.5851     11.6989       1.017       1.880       2.249       1.666       1.050       2.676       0.970       2.113       2.753       2.894       2.688       3.174
