   1      0.0000      0.0000       2.527       1.097       1.762       1.873       1.023       2.776       0.993       2.138       2.591       2.763       2.826       3.038
   2      0.1561      0.9670       2.411       1.110       1.792       1.859       1.024       2.765       0.991       2.096       2.601       2.762       2.816       3.046
   3      0.3126      3.8051       2.296       1.129       1.823       1.844       1.026       2.755       0.987       2.059       2.611       2.763       2.807       3.053
   4      0.4681      8.4502       2.182       1.157       1.853       1.831       1.027       2.746       0.985       2.028       2.621       2.765       2.798       3.061
   5      0.6243     14.4441       2.070       1.190       1.884       1.815       1.030       2.736       0.984       2.001       2.632       2.768       2.788       3.069
   6      0.7806     21.4036       1.958       1.231       1.916       1.802       1.031       2.729       0.980       1.980       2.643       2.773       2.779       3.076
   7      0.9368     28.5129       1.847       1.278       1.947       1.788       1.033       2.720       0.979       1.966       2.652       2.778       2.770       3.085
   8      1.0931     34.6323       1.739       1.331       1.979       1.774       1.035       2.713       0.978       1.958       2.663       2.786       2.761       3.095
   9      1.2482     38.2207       1.635       1.387       2.011       1.760       1.036       2.706       0.975       1.957       2.674       2.794       2.750       3.103
  10      1.4044     39.1925       1.532       1.448       2.043       1.745       1.038       2.700       0.974       1.962       2.685       2.805       2.741       3.112
  11      1.5607     37.1856       1.432       1.512       2.075       1.732       1.040       2.694       0.974       1.972       2.694       2.816       2.732       3.122
  12      1.7169     32.6421       1.336       1.580       2.108       1.719       1.041       2.690       0.972       1.989       2.706       2.828       2.723       3.132
  13      1.8732     26.5596       1.246       1.649       2.141       1.705       1.044       2.685       0.972       2.010       2.717       2.841       2.714       3.142
  14      2.0287     19.9409       1.163       1.722       2.174       1.691       1.046       2.681       0.972       2.038       2.727       2.857       2.705       3.152
  15      2.1851     14.5475       1.085       1.797       2.207       1.678       1.049       2.678       0.971       2.072       2.739       2.873       2.697       3.162
  16      2.3413     12.4177       1.019       1.875       2.240       1.665       1.050       2.676       0.971       2.111       2.749       2.891       2.687       3.174
