   1      0.0000      0.0000       2.528       1.098       1.761       1.871       1.023       2.774       0.994       2.138       2.591       2.764       2.825       3.040
   2      0.1870      0.1566       2.432       1.097       1.786       1.862       1.022       2.762       0.993       2.121       2.599       2.752       2.820       3.041
   3      0.3740      0.6398       2.340       1.096       1.816       1.855       1.022       2.752       0.991       2.104       2.608       2.746       2.816       3.043
   4      0.5610      1.4269       2.251       1.095       1.850       1.850       1.022       2.744       0.990       2.087       2.617       2.746       2.813       3.046
   5      0.7480      2.5327       2.162       1.095       1.885       1.848       1.022       2.737       0.988       2.069       2.625       2.751       2.811       3.049
   6      0.9351      3.9573       2.072       1.095       1.922       1.846       1.021       2.732       0.986       2.048       2.633       2.758       2.809       3.051
   7      1.1221      5.4364       1.979       1.098       1.958       1.845       1.021       2.728       0.985       2.024       2.642       2.765       2.808       3.053
   8      1.3092      7.1349       1.883       1.103       1.991       1.842       1.021       2.726       0.983       1.995       2.649       2.766       2.806       3.056
   9      1.4964      8.8107       1.784       1.111       2.019       1.836       1.021       2.724       0.982       1.962       2.655       2.758       2.801       3.061
  10      1.6836     10.4371       1.674       1.129       2.043       1.825       1.022       2.721       0.980       1.925       2.662       2.732       2.794       3.069
  11      1.8696     12.5622       1.527       1.185       2.059       1.805       1.025       2.717       0.978       1.895       2.668       2.685       2.780       3.078
  12      2.0566     15.9911       1.326       1.350       2.069       1.778       1.030       2.713       0.976       1.919       2.676       2.665       2.763       3.083
  13      2.2453     15.2001       1.131       1.575       2.076       1.750       1.036       2.709       0.974       1.989       2.682       2.701       2.745       3.087
  14      2.4298     12.8075       1.040       1.767       2.119       1.708       1.044       2.696       0.973       2.050       2.702       2.804       2.716       3.109
  15      2.6159     11.9548       1.021       1.849       2.185       1.680       1.048       2.683       0.971       2.087       2.728       2.868       2.697       3.142
  16      2.8028     11.6741       1.016       1.880       2.252       1.665       1.050       2.676       0.970       2.113       2.753       2.894       2.687       3.174
